"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","Q3","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Attitude_1_1","Attitude_2_1","Benefit_1_1","Benefit_2_1","Risk_1_1","Risk_2_1","Q9","Q10","Q11","Q12","Q13","Info_Info_1","Info_Info_2","Info_Info_3","Info_Info_4","Info_Info_5","Info_Info_6","Info_Info_7","Info_Info_8","Info_Info_9","Info_Info_10","Info_Info_11","Info_Info_12","Info_Cred_1","Info_Cred_2","Info_Cred_3","Info_Cred_4","Info_Cred_5","Info_Cred_6","Info_Cred_7","Info_Cred_8","Info_Cred_9","Info_Cred_10","Info_Cred_11","Info_Cred_12","Info_Cred_13","H_Num1","H_Num2","H_Num3","H_Num4","H_Num5","Q22","id","eqtid","health_correct_count","averageInformativenessPositiveNumerical","averageInformativenessNetagtiveNumerical","averageInformativenessPositiveNonNumerical","averageInformativenessNetagtiveNonNumerical","averageCredibilityPositiveNumerical","averageCredibilityNetagtiveNumerical","averageCredibilityPositiveNonNumerical","averageCredibilityNetagtiveNonNumerical","averageCredibility","averageInformativeness","averageInformativenessNumerical","averageInformativenessNonNumerical","averageCredibilityNumerical","averageCredibilityNonNumerical","averageNumerical","averageNonNumerical","HBM_average_benefit_3","HBM_average_risk_3","Acceptance_1_reversed","Acceptance_2_reversed","HBM_average_acceptance_3"
"2022/11/1 11:38","2022/11/1 11:45",0,"203.136.245.72",100,427,1,"2022/11/1 11:45","R_3po6eJVOGPXcjtv",NA,NA,NA,NA,35.7268,139.833,"anonymous","JA",0,0,0,5,1,7,4,1,3,5,3,3,5,5,5,3,3,5,3,4,4,4,7,7,7,1,1,1,7,7,7,4,4,4,7,7,7,1,4,4,1,7,7,7,4,2,3,2,4,"特に無し","2kNNYSMAAkyn","fe7495ade47184a0c00172174b0db134d5040a8a",4,4,7,1,7,4,7,3,7,4.92307692307692,4.75,5.5,4,5.5,5,5.5,4.5,3,5,3,1,2
"2022/11/1 12:49","2022/11/1 12:56",0,"180.60.148.137",100,386,1,"2022/11/1 12:56","R_zZKQ1M3WXQXSegF",NA,NA,NA,NA,35.1743,136.8931,"anonymous","JA",3,0,0,4,4,2,4,4,2,3,3,3,4,3,3,4,4,3,5,5,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,1,4,5,4,4,5,4,4,2,3,1,2,"","2uAysoGBPttN","fe7495ade47184a0c00172174b0db134d5040a8a",4,4.33333333333333,4,4,3.33333333333333,3,3,4.33333333333333,4.33333333333333,3.46153846153846,3.91666666666667,4.16666666666667,3.66666666666667,3,4.33333333333333,3.58333333333333,4,3,3.5,4,3,3.5
"2022/11/3 10:31","2022/11/3 10:40",0,"126.203.120.180",100,567,1,"2022/11/3 10:40","R_3m9VmKegzP4H7ZG",NA,NA,NA,NA,35.6887,139.745,"anonymous","JA",0,0,0,5,1,2,3,1,4,4,4,1,5,5,3,2,3,3,5,4,5,1,6,6,5,2,1,4,7,7,6,2,1,2,6,5,5,1,1,2,5,3,6,6,4,3,3,2,2,"楽しかった","2vPF8aobbtnI","fe7495ade47184a0c00172174b0db134d5040a8a",4,3.33333333333333,5.66666666666667,2.33333333333333,6.66666666666667,1.66666666666667,5.33333333333333,2.66666666666667,5,3.46153846153846,4.5,4.5,4.5,3.5,3.83333333333333,4,4.16666666666667,2.5,5,2,2,2
"2022/11/1 13:08","2022/11/1 13:17",0,"218.42.4.231",100,517,1,"2022/11/1 13:17","R_3lABFBKc0lluwPd",NA,NA,NA,NA,34.6837,135.5236,"anonymous","JA",0,0,1,2,1,2,2,1,3,4,2,2,5,4,3,3,3,3,5,4,4,4,5,5,5,3,4,3,5,5,4,4,4,4,5,4,5,1,4,4,3,5,5,5,1,2,3,2,2,"","38wxOr6rEYEB","fe7495ade47184a0c00172174b0db134d5040a8a",4,4,5,3.33333333333333,4.66666666666667,4,4.66666666666667,3.66666666666667,5,4.07692307692308,4.25,4.5,4,4.33333333333333,4.33333333333333,4.41666666666667,4.16666666666667,2,4.5,3,2,2.5
"2022/11/1 21:36","2022/11/1 21:49",0,"133.232.180.93",100,775,1,"2022/11/1 21:49","R_5jX9LVXkCd5EKfT",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",0,0,0,2,1,3,2,2,3,4,2,3,3,4,2,2,2,2,2,4,3,5,5,4,5,4,4,3,4,5,5,4,3,3,5,4,4,1,4,3,4,4,4,2,4,1,3,1,1,"","3JxitHdmZoe9","fe7495ade47184a0c00172174b0db134d5040a8a",2,4,4.66666666666667,3.66666666666667,4.66666666666667,3.33333333333333,4.33333333333333,3.66666666666667,3.33333333333333,3.46153846153846,4.25,4.33333333333333,4.16666666666667,3.83333333333333,3.5,4.08333333333333,3.83333333333333,2.5,3.5,3,2,2.5
"2022/11/1 12:48","2022/11/1 13:02",0,"126.77.212.147",100,853,1,"2022/11/1 13:02","R_8tUIvmAwjJe6pdD",NA,NA,NA,NA,35.6887,139.745,"anonymous","JA",2,0,1,6,4,4,4,5,1,1,4,4,4,2,3,3,4,3,2,6,6,6,5,3,5,4,4,2,3,4,4,5,5,5,5,5,5,1,4,5,5,5,5,4,4,2,3,1,2,"","3aCRWWakA9fX","fe7495ade47184a0c00172174b0db134d5040a8a",4,6,4.33333333333333,3.33333333333333,3.66666666666667,5,5,4.66666666666667,4.66666666666667,4.53846153846154,4.33333333333333,5.16666666666667,3.5,5,4.66666666666667,5.08333333333333,4.08333333333333,4,3,5,5,5
"2022/11/1 12:47","2022/11/1 13:04",0,"126.88.76.186",100,1023,1,"2022/11/1 13:04","R_1GIH5fpNY0Cjc11",NA,NA,NA,NA,35.6435,139.6816,"anonymous","JA",3,0,1,5,5,4,3,5,2,3,3,4,3,2,2,2,2,1,5,5,6,4,4,4,4,5,6,6,4,4,2,5,5,4,4,4,5,1,6,6,6,3,2,3,4,2,2,1,4,"特になし","3cW88QMv8Mte","fe7495ade47184a0c00172174b0db134d5040a8a",2,5,4,5.66666666666667,3.33333333333333,4.66666666666667,4.33333333333333,6,2.66666666666667,4.15384615384615,4.5,4.5,4.5,4.5,4.33333333333333,4.5,4.41666666666667,3.5,2.5,4,3,3.5
"2022/11/2 6:49","2022/11/2 7:01",0,"36.8.62.127",100,736,1,"2022/11/2 7:01","R_28TK7aEpm5S0dVm",NA,NA,NA,NA,31.7319,131.0829,"anonymous","JA",4,0,1,4,5,5,5,5,1,1,4,4,5,3,4,4,4,4,5,5,5,6,2,5,5,5,4,4,4,4,4,5,5,5,5,5,5,1,5,4,4,5,5,4,4,2,3,2,2,"アンケート実施の意味が分から意味が分からない","3sRdi1Yf47vg","fe7495ade47184a0c00172174b0db134d5040a8a",5,5.33333333333333,4,4.33333333333333,4,5,5,4.33333333333333,4.66666666666667,4.46153846153846,4.41666666666667,4.66666666666667,4.16666666666667,5,4.5,4.83333333333333,4.33333333333333,4,4,5,5,5
"2022/11/1 15:43","2022/11/1 15:48",0,"220.215.55.160",100,301,1,"2022/11/1 15:48","R_1q2IfIMhRpXgZFT",NA,NA,NA,NA,35.4343,139.6466,"anonymous","JA",0,0,0,3,1,1,7,4,1,1,1,1,5,5,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,"国の言うことは信用ならない。","3vA3Md5jX1Wu","fe7495ade47184a0c00172174b0db134d5040a8a",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5
"2022/11/2 9:34","2022/11/2 9:40",0,"113.197.223.20",100,376,1,"2022/11/2 9:40","R_3fPEAhNfRppGpds",NA,NA,NA,NA,34.6947,135.5,"anonymous","JA",3,0,0,5,5,4,4,4,2,2,4,4,5,3,4,4,4,3,2,7,6,7,7,7,6,4,5,4,5,3,3,6,6,6,6,6,6,1,4,6,5,2,4,2,4,2,3,2,2,"","4Cml7rDW1lfL","fe7495ade47184a0c00172174b0db134d5040a8a",5,6.66666666666667,6.66666666666667,4.33333333333333,3.66666666666667,6,6,5,2.66666666666667,4.61538461538461,5.33333333333333,6.66666666666667,4,6,3.83333333333333,6.33333333333333,3.91666666666667,4,4,4,4,4
"2022/11/3 0:46","2022/11/3 0:49",0,"221.132.99.253",100,200,1,"2022/11/3 0:49","R_12RtHj3wYwRJTdV",NA,NA,NA,NA,35.1858,136.9027,"anonymous","JA",0,0,1,5,3,3,4,4,3,3,3,4,4,3,2,2,3,3,2,6,5,7,7,7,4,1,5,6,2,4,5,3,5,4,2,2,5,1,1,3,6,5,5,2,4,2,3,2,1,"むずかしい","4LGvKdUoGInX","fe7495ade47184a0c00172174b0db134d5040a8a",4,6,6,4,3.66666666666667,4,3,3.33333333333333,4,3.38461538461538,4.91666666666667,6,3.83333333333333,3.5,3.66666666666667,4.75,3.75,3.5,3.5,3,3,3
"2022/11/2 23:43","2022/11/2 23:52",0,"106.146.21.128",100,539,1,"2022/11/2 23:52","R_10MkWJaEuSb6Md5",NA,NA,NA,NA,35.6893,139.6899,"anonymous","JA",3,0,0,5,5,3,3,4,3,3,3,4,3,3,3,2,2,3,5,5,5,4,4,4,4,5,4,4,6,4,5,5,5,5,5,4,5,1,4,4,5,6,5,5,4,4,3,2,1,"","4XkC1pmmC3da","fe7495ade47184a0c00172174b0db134d5040a8a",3,4.66666666666667,4,4.33333333333333,5,5,4.66666666666667,4.33333333333333,5.33333333333333,4.53846153846154,4.5,4.33333333333333,4.66666666666667,4.83333333333333,4.83333333333333,4.58333333333333,4.75,3.5,3,3,3,3
"2022/11/1 20:19","2022/11/1 20:22",0,"126.54.17.103",100,187,1,"2022/11/1 20:22","R_339Iu9PwHBpnhlH",NA,NA,NA,NA,35.0203,135.7602,"anonymous","JA",3,0,0,6,5,5,4,6,2,2,4,4,2,2,3,3,3,3,4,5,5,5,4,4,4,4,3,4,3,3,3,4,5,4,5,4,5,1,4,4,4,2,4,2,4,2,3,2,2,"","5NrEjLiLimM6","fe7495ade47184a0c00172174b0db134d5040a8a",5,5,4,3.66666666666667,3,4.33333333333333,4.66666666666667,4,2.66666666666667,3.69230769230769,3.91666666666667,4.5,3.33333333333333,4.5,3.33333333333333,4.5,3.33333333333333,4,2,4,4,4
"2022/11/1 11:38","2022/11/1 11:46",0,"106.129.66.7",100,497,1,"2022/11/1 11:46","R_6EayHl9eY0qFjAB",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",0,0,1,1,1,1,4,1,5,5,1,1,5,5,3,3,1,1,2,5,1,1,7,7,7,1,1,1,7,5,1,1,1,1,7,6,6,1,1,1,6,7,5,1,4,2,3,2,1,"","5ULVbkDePED0","fe7495ade47184a0c00172174b0db134d5040a8a",4,2.33333333333333,7,1,4.33333333333333,1,6.33333333333333,2.66666666666667,4.33333333333333,3.38461538461538,3.66666666666667,4.66666666666667,2.66666666666667,3.66666666666667,3.5,4.16666666666667,3.08333333333333,1,5,1,1,1
"2022/11/2 23:31","2022/11/2 23:37",0,"14.8.39.1",100,355,1,"2022/11/2 23:37","R_780vOcm4swnGAbD",NA,NA,NA,NA,36.0349,139.4102,"anonymous","JA",3,0,0,5,3,5,4,6,1,3,3,4,4,4,2,3,3,3,5,5,2,6,3,2,2,2,2,4,3,4,3,5,5,5,6,3,5,1,5,3,6,5,4,4,1,2,2,1,4,"","5XxU8mPcnEr3","fe7495ade47184a0c00172174b0db134d5040a8a",1,4.33333333333333,2.33333333333333,2.66666666666667,3.33333333333333,5,4.66666666666667,4.66666666666667,4.33333333333333,4.38461538461539,3.16666666666667,3.33333333333333,3,4.83333333333333,4.5,4.08333333333333,3.75,3.5,4,5,3,4
"2022/11/1 20:20","2022/11/1 20:24",0,"49.106.192.54",100,273,1,"2022/11/1 20:24","R_2Cm2v41FwRf5uk1",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",3,0,0,4,4,5,4,3,3,3,3,4,2,3,2,2,3,3,2,4,5,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,3,1,4,4,3,3,4,4,4,2,3,1,2,"","5cLcNlyqC1uW","fe7495ade47184a0c00172174b0db134d5040a8a",4,4.33333333333333,4,4,4,2.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,3.15384615384615,4.08333333333333,4.16666666666667,4,3,3.66666666666667,3.58333333333333,3.83333333333333,3.5,2.5,3,3,3
"2022/11/1 13:06","2022/11/1 13:16",0,"61.228.83.248",100,556,1,"2022/11/1 13:16","R_4IQbAGzZluxAHwB",NA,NA,NA,NA,25.0504,121.5324,"anonymous","JA",3,0,0,6,5,5,5,7,1,1,5,5,5,1,4,4,4,4,1,5,5,5,5,5,5,2,4,5,4,5,3,4,4,4,4,4,4,1,3,3,4,3,3,2,4,2,3,2,2,"","5k8PFnNdSNnG","fe7495ade47184a0c00172174b0db134d5040a8a",5,5,5,3.66666666666667,4,4,4,3.33333333333333,2.66666666666667,3.30769230769231,4.41666666666667,5,3.83333333333333,4,3,4.5,3.41666666666667,5,3,5,5,5
"2022/11/1 14:28","2022/11/1 14:34",0,"125.52.73.94",100,330,1,"2022/11/1 14:34","R_29izEs4qFtVqr8B",NA,NA,NA,NA,43.0763,141.3654,"anonymous","JA",0,0,0,1,1,1,4,1,2,5,1,2,5,5,3,2,2,2,2,1,3,2,3,1,6,1,1,4,7,6,7,3,2,2,5,6,6,1,1,2,5,7,6,7,4,2,3,2,2,"","5qOQ6xzoJiVO","fe7495ade47184a0c00172174b0db134d5040a8a",5,2,3.33333333333333,2,6.66666666666667,2.33333333333333,5.66666666666667,2.66666666666667,6.66666666666667,4.07692307692308,3.5,2.66666666666667,4.33333333333333,4,4.66666666666667,3.33333333333333,4.5,1.5,5,4,1,2.5
"2022/11/1 12:38","2022/11/1 12:49",0,"60.116.238.155",100,620,1,"2022/11/1 12:49","R_1Fm52GT7DsXDVhy",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",3,0,0,6,5,4,3,5,3,2,4,4,2,2,2,2,2,3,5,6,6,6,5,5,5,5,5,3,5,3,4,6,6,5,5,5,6,1,5,5,4,5,5,4,4,2,3,2,2,"参考になる部分があった","60v6OZcTRnba","fe7495ade47184a0c00172174b0db134d5040a8a",5,6,5,4.33333333333333,4,5.66666666666667,5.33333333333333,4.66666666666667,4.66666666666667,4.76923076923077,4.83333333333333,5.5,4.16666666666667,5.5,4.66666666666667,5.5,4.41666666666667,4,2,3,4,3.5
"2022/11/1 12:07","2022/11/1 12:12",0,"126.133.238.212",100,270,1,"2022/11/1 12:12","R_37r8ahjjWfLzIk1",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",3,0,1,7,6,4,5,6,2,3,4,4,4,3,1,3,4,2,5,6,7,6,5,5,5,6,6,6,3,4,2,6,6,5,5,5,5,1,5,6,4,3,4,3,4,3,2,2,3,"","6Nd5secwPVwW","fe7495ade47184a0c00172174b0db134d5040a8a",2,6.33333333333333,5,6,3,5.66666666666667,5,5,3.33333333333333,4.46153846153846,5.08333333333333,5.66666666666667,4.5,5.33333333333333,4.16666666666667,5.5,4.33333333333333,4,3.5,4,3,3.5
"2022/11/1 13:48","2022/11/1 13:56",0,"150.66.125.24",100,484,1,"2022/11/1 13:56","R_3hmUrqPWqYwm0ZS",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",4,0,0,6,6,2,4,4,2,2,2,4,3,2,4,3,3,3,1,4,3,4,4,4,2,2,4,2,3,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,3,2,2,"なし","6S0codGEuLIM","fe7495ade47184a0c00172174b0db134d5040a8a",5,3.66666666666667,3.33333333333333,2.66666666666667,3,4,4,4,4,3.76923076923077,3.16666666666667,3.5,2.83333333333333,4,4,3.75,3.41666666666667,3,2.5,4,4,4
"2022/11/2 1:22","2022/11/2 1:26",0,"123.176.224.224",100,250,1,"2022/11/2 1:26","R_9Lkhc4Upqw9G4lr",NA,NA,NA,NA,31.922,131.4288,"anonymous","JA",3,0,0,5,4,4,4,4,2,3,3,4,2,2,3,3,3,2,5,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,3,2,4,"","6bs84OdDTx0j","fe7495ade47184a0c00172174b0db134d5040a8a",4,3.33333333333333,3,3,3,4,4,4,4,3.76923076923077,3.08333333333333,3.16666666666667,3,4,4,3.58333333333333,3.5,3.5,2,4,3,3.5
"2022/11/1 11:36","2022/11/1 11:43",0,"203.112.38.154",100,379,1,"2022/11/1 11:43","R_2D03F33Gvp7tZdz",NA,NA,NA,NA,33.5564,133.5437,"anonymous","JA",0,0,1,5,4,3,4,4,3,3,3,3,4,2,4,3,3,3,2,6,6,5,3,3,2,4,5,4,4,2,4,4,4,4,4,5,4,1,4,3,4,4,4,4,4,3,3,2,3,"","6cWKlSNHdYxQ","fe7495ade47184a0c00172174b0db134d5040a8a",3,5.66666666666667,2.66666666666667,4.33333333333333,3.33333333333333,4,4.33333333333333,3.66666666666667,4,3.76923076923077,4,4.16666666666667,3.83333333333333,4.16666666666667,3.83333333333333,4.16666666666667,3.83333333333333,3,3,3,3,3
"2022/11/2 5:59","2022/11/2 6:05",0,"49.105.90.47",100,357,1,"2022/11/2 6:05","R_2y8ylE1g1NfcWUb",NA,NA,NA,NA,35.6893,139.6899,"anonymous","JA",4,0,0,5,5,4,2,6,1,1,3,4,4,1,3,4,3,4,1,5,5,4,3,3,4,3,6,2,3,3,2,5,5,4,5,4,4,1,3,4,3,4,4,3,4,2,2,2,4,"","6cqLuaRnYhpe","fe7495ade47184a0c00172174b0db134d5040a8a",3,4.66666666666667,3.33333333333333,3.66666666666667,2.66666666666667,4.66666666666667,4.33333333333333,3.33333333333333,3.66666666666667,3.76923076923077,3.58333333333333,4,3.16666666666667,4.5,3.5,4.25,3.33333333333333,3.5,2.5,5,5,5
"2022/11/1 20:39","2022/11/1 20:46",0,"106.129.67.122",100,411,1,"2022/11/1 20:46","R_3hurgVAHoqdLjGr",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",3,0,0,4,4,3,4,4,2,2,2,2,4,3,2,2,3,2,4,5,5,5,6,5,3,4,4,5,3,2,2,5,5,5,5,5,5,1,4,3,5,4,3,2,4,2,3,1,2,"","6je4lQ26ZknY","fe7495ade47184a0c00172174b0db134d5040a8a",4,5,4.66666666666667,4.33333333333333,2.33333333333333,5,5,4,3,4,4.08333333333333,4.83333333333333,3.33333333333333,5,3.5,4.91666666666667,3.41666666666667,2,3.5,4,4,4
