"StartDate.x","EndDate.x","Status.x","IPAddress.x","Progress.x","Duration..in.seconds..x","Finished.x","RecordedDate.x","ResponseId.x","RecipientLastName.x","RecipientFirstName.x","RecipientEmail.x","ExternalReference.x","LocationLatitude.x","LocationLongitude.x","DistributionChannel.x","UserLanguage.x","Q34","Q57_1","Q47","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q35","Q16_1","Q39_1","Q40_1","Q41_1","Q42_1","Q53","Q56","Q55","Q54","Q21","Q18","Q22.x","Q43_1","Q19","Q20","Q36","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q51_1","Q59_1","Q52_1","Q60_1","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q58_1","Q58_2","Q58_3","Q58_4","Q58_5","Q58_6","Q58_7","Q58_8","Q58_9","Q61_1","Q50","Q46_1","Q29","Q27","id","eqtid.x","berlin_correct_count","berlin_group.x","StartDate.y","EndDate.y","Status.y","IPAddress.y","Progress.y","Duration..in.seconds..y","Finished.y","RecordedDate.y","ResponseId.y","RecipientLastName.y","RecipientFirstName.y","RecipientEmail.y","ExternalReference.y","LocationLatitude.y","LocationLongitude.y","DistributionChannel.y","UserLanguage.y","num_vaccination_3","Q2","Q3","Effectiveness_3","Omicron_3","Safeness_3","Possibility_of_infec_3","Regret_3","Attitude_1_1","Attitude_2_1","Benefit_1_1","Benefit_2_1","Risk_1_1","Risk_2_1","Q9","Q10","Q11","Q12","Q13","Info_Info_1","Info_Info_2","Info_Info_3","Info_Info_4","Info_Info_5","Info_Info_6","Info_Info_7","Info_Info_8","Info_Info_9","Info_Info_10","Info_Info_11","Info_Info_12","Info_Cred_1","Info_Cred_2","Info_Cred_3","Info_Cred_4","Info_Cred_5","Info_Cred_6","Info_Cred_7","Info_Cred_8","Info_Cred_9","Info_Cred_10","Info_Cred_11","Info_Cred_12","Info_Cred_13","H_Num1","H_Num2","H_Num3","H_Num4","H_Num5","Q22.y","eqtid.y","health_correct_count","averageInformativenessPositiveNumerical","averageInformativenessNetagtiveNumerical","averageInformativenessPositiveNonNumerical","averageInformativenessNetagtiveNonNumerical","averageCredibilityPositiveNumerical","averageCredibilityNetagtiveNumerical","averageCredibilityPositiveNonNumerical","averageCredibilityNetagtiveNonNumerical","averageCredibility","averageInformativeness","averageInformativenessNumerical","averageInformativenessNonNumerical","averageCredibilityNumerical","averageCredibilityNonNumerical","averageNumerical","averageNonNumerical","HBM_average_benefit_3","HBM_average_risk_3","Acceptance_1_reversed","Acceptance_2_reversed","HBM_average_acceptance_3","no","group","firstParti","sndParti","gender","age","residentArea","maritalStatus","children","occupation","education","covidInfecRecord","vaccRecord1stSurvey","vaccReservation","device","start_time","end_time","time","berlin_group.y","berlin_oneItem","subjectiveNumeracy_group","numAttitude_group"
"2021/8/28 16:18","2021/8/28 16:26",0,"203.141.159.180",100,486,1,"2021/8/28 16:26","R_2fqwH6cPp8jlaQT",NA,NA,NA,NA,35.72839355,139.7929077,"anonymous","JA",2,17,4,4,3,3,4,4,3,4,3,4,3,3,6,9,3,5,6,5,3,2,4,1,4,3,4,4,NA,NA,1,3,4,3,4,4,5,4,3,4,4,5,5,6,6,4,4,3,3,1,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,2,4,"30","","9HdOPXs5zzKT","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",2,"BH","2022/11/1 22:07","2022/11/1 22:11",0,"61.211.143.61",100,268,1,"2022/11/1 22:11","R_3Hi52PXziQsSnWP",NA,NA,NA,NA,35.179,136.8939,"anonymous","JA",0,0,1,2,2,2,4,3,2,4,2,2,4,3,3,3,3,3,2,3,4,3,4,4,4,3,4,3,5,5,5,3,4,4,5,4,4,1,3,3,4,5,5,4,4,2,3,1,2,"","fe7495ade47184a0c00172174b0db134d5040a8a",4,3.33333333333333,4,3.33333333333333,5,3.66666666666667,4.33333333333333,3.33333333333333,4.66666666666667,3.76923076923077,3.91666666666667,3.66666666666667,4.16666666666667,4,4,3.83333333333333,4.08333333333333,2,3.5,4,2,3,1905,19,NA,NA,2,26,23,1,2,11,6,2,3,2,5,"2021-08-28 16:17:50","2021-08-28 16:18:16",0,"BH",1,"L",NA
"2021/8/27 8:53","2021/8/27 9:04",0,"202.215.145.18",100,669,1,"2021/8/27 9:04","R_2Qm2dH8v5ZHMpCS",NA,NA,NA,NA,36.73410034,138.9807129,"anonymous","JA",2,14,3,3,3,2,3,2,4,4,3,4,2,1,4,9,4,2,6,5,3,3,2,1,4,2,3,5,NA,2,NA,2,2,3,3,4,5,4,4,4,4,5,4,6,8,2,2,1,1,1,3,4,4,4,2,2,2,4,3,4,4,4,4,4,4,4,2,"30","何が正しいのかは後の歴史でしか判断できないと思うし　正解は1つだけではないと思う　人間が淘汰されるのも一つの正解","9JzwCi2GvQJH","07ec68e4080afd6b83525ee500ebda56b8a83e93",1,"BL","2022/11/1 17:28","2022/11/1 17:38",0,"202.215.145.18",100,567,1,"2022/11/1 17:38","R_1KeQM2KKENctBGm",NA,NA,NA,NA,36.3942,139.0604,"anonymous","JA",0,0,0,2,1,2,2,1,3,5,2,2,5,5,2,2,2,2,2,6,6,4,6,6,6,6,7,4,7,6,7,4,4,4,6,6,4,1,2,4,4,6,4,6,4,2,3,2,2,"とくになし","fe7495ade47184a0c00172174b0db134d5040a8a",5,5.33333333333333,6,5.66666666666667,6.66666666666667,4,5.33333333333333,3.33333333333333,5.33333333333333,4.23076923076923,5.91666666666667,5.66666666666667,6.16666666666667,4.66666666666667,4.33333333333333,5.16666666666667,5.25,2,5,3,1,2,548,16,NA,1,1,54,10,2,1,1,6,2,3,2,4,"2021-08-27 8:52:47","2021-08-27 8:53:30",1,"BL",0,"H","L"
"2021/8/26 16:22","2021/8/26 16:44",0,"133.106.32.41",100,1311,1,"2021/8/26 16:44","R_1FQfDPDIxdmeUU5",NA,NA,NA,NA,35.66690063,139.6940918,"anonymous","JA",2,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,5,4,5,4,4,4,4,4,1,4,2,NA,2,NA,5,6,5,6,1,1,5,4,1,6,7,7,6,6,4,4,5,5,1,4,4,5,6,5,4,4,4,4,4,4,5,5,5,5,6,6,"5","特になし","9YftZQKjcC83","07ec68e4080afd6b83525ee500ebda56b8a83e93",0,"BL","2022/11/1 13:14","2022/11/1 13:25",0,"133.106.140.99",100,672,1,"2022/11/1 13:25","R_22DhSwzvZNY1olH",NA,NA,NA,NA,35.8292,139.6789,"anonymous","JA",2,0,0,4,2,3,4,4,1,3,2,3,4,3,4,4,4,3,6,7,7,4,4,2,5,4,5,1,3,4,4,5,5,5,4,5,4,1,5,5,5,4,5,5,4,2,3,2,1,"","fe7495ade47184a0c00172174b0db134d5040a8a",4,6,3.66666666666667,3.33333333333333,3.66666666666667,5,4.33333333333333,5,4.66666666666667,4.46153846153846,4.16666666666667,4.83333333333333,3.5,4.66666666666667,4.83333333333333,4.75,4.16666666666667,2.5,3.5,5,3,4,28,8,1,1,2,39,11,2,1,12,2,2,3,1,1,"2021-08-26 16:21:13","2021-08-26 16:22:43",2,"BL",1,"L","L"
"2021/8/28 17:47","2021/8/28 18:00",0,"121.83.71.189",100,768,1,"2021/8/28 18:00","R_1DZlH2akPcCAxah",NA,NA,NA,NA,34.23500061,135.1976929,"anonymous","JA",2,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,1,6,1,4,4,4,4,4,2,4,5,NA,NA,1,3,2,4,2,3,2,5,2,5,3,8,4,4,4,1,2,1,1,1,6,4,2,6,3,1,2,1,1,5,3,5,6,5,7,1,2,"90","","9Yq2zr6YsKnZ","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",0,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490,24,NA,NA,2,71,30,1,2,11,5,2,3,2,5,"2021-08-28 17:43:38","2021-08-28 17:47:20",4,"BL",NA,NA,NA
"2021/8/29 14:26","2021/8/29 14:31",0,"58.1.135.177",100,285,1,"2021/8/29 14:31","R_33yfu0GQiLLI7Fe",NA,NA,NA,NA,34.39779663,132.4525146,"anonymous","JA",2,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,6,7,3,1,2,3,4,2,3,7,1,NA,NA,4,3,6,4,4,5,3,4,4,4,8,8,8,8,4,2,2,3,1,4,2,1,1,1,4,3,2,2,1,1,3,4,5,6,3,5,"20","なし","9kdW8CTPuMi1","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",2,"BH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8646,7,NA,NA,2,22,34,1,2,1,2,2,3,1,1,"2021-08-29 14:26:01","2021-08-29 14:26:53",1,"BH",NA,NA,NA
"2021/8/28 16:47","2021/8/28 17:03",0,"126.219.90.145",100,958,1,"2021/8/28 17:03","R_sgRsqLJQrnav5sd",NA,NA,NA,NA,34.331604,134.0455017,"anonymous","JA",2,16,3,1,1,1,1,2,1,4,1,4,2,2,6,8,5,5,6,5,3,1,1,3,4,2,3,7,NA,NA,2,4,1,4,3,5,4,5,4,5,2,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,"20","なし","9nNFrvCAzECo","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",3,"BH","2022/11/1 22:16","2022/11/1 22:23",0,"126.219.90.145",100,431,1,"2022/11/1 22:23","R_2EAYWxIt8pA68Os",NA,NA,NA,NA,35.6897,139.6895,"anonymous","JA",0,0,0,4,1,2,2,2,2,2,2,2,5,3,3,2,2,3,5,4,5,5,5,5,6,2,4,4,4,5,4,4,4,4,5,5,5,1,2,5,4,4,4,4,4,2,3,2,2,"","fe7495ade47184a0c00172174b0db134d5040a8a",5,4.66666666666667,5.33333333333333,3.33333333333333,4.33333333333333,4,5,3.66666666666667,4,3.92307692307692,4.41666666666667,5,3.83333333333333,4.5,3.83333333333333,4.75,3.83333333333333,2,4,4,4,4,2084,23,NA,NA,2,63,17,2,1,12,6,2,3,2,2,"2021-08-28 16:46:25","2021-08-28 16:47:51",1,"BH",1,"H",NA
"2021/8/26 16:22","2021/8/26 16:28",0,"118.5.164.169",100,355,1,"2021/8/26 16:28","R_3EKBRzT0EKJbgIb",NA,NA,NA,NA,33.82429504,132.7623901,"anonymous","JA",2,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,6,1,6,3,4,3,2,4,3,2,2,NA,NA,1,4,4,3,5,5,3,4,4,3,5,7,9,8,9,6,6,5,6,1,4,4,5,5,7,6,6,7,1,1,2,2,5,4,6,4,6,"70","","9nfBreAmmILZ","07ec68e4080afd6b83525ee500ebda56b8a83e93",1,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,7,NA,1,2,26,38,2,1,12,6,2,3,1,1,"2021-08-26 16:21:46","2021-08-26 16:22:24",1,"BL",1,"H","L"
"2021/8/28 21:17","2021/8/28 21:44",0,"153.252.139.6",100,1593,1,"2021/8/28 21:44","R_77IvzYN1k9bq8Br",NA,NA,NA,NA,34.83450317,135.5953979,"anonymous","JA",2,14,2,3,4,3,4,4,3,3,4,3,3,3,7,2,4,3,6,5,2,4,4,4,4,3,4,1,NA,1,NA,6,3,3,2,4,1,5,1,4,4,7,7,6,7,3,5,4,5,1,4,2,3,4,5,3,5,5,5,4,1,5,5,6,4,5,5,"10","特に無し。","9u5li8IrAC9q","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",0,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4181,24,NA,NA,2,74,27,2,2,12,2,2,3,2,4,"2021-08-28 21:15:58","2021-08-28 21:17:25",1,"BL",0,"H","L"
"2021/8/28 20:27","2021/8/28 20:33",0,"92.203.160.88",100,350,1,"2021/8/28 20:33","R_2rZvFfmLpkypuVU",NA,NA,NA,NA,35.68969727,139.6895142,"anonymous","JA",2,14,2,3,3,1,1,3,3,3,3,3,3,3,7,2,3,3,7,5,4,4,4,4,4,2,3,1,NA,NA,1,1,4,4,4,4,5,2,4,2,4,5,5,1,1,2,3,2,2,1,1,3,5,4,4,4,4,3,3,3,3,4,4,4,5,3,3,"20","","9wyZV50dyY46","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",0,"BL","2022/11/1 16:37","2022/11/1 16:43",0,"124.159.187.119",100,353,1,"2022/11/1 16:43","R_2axyIHa1OI9Spp6",NA,NA,NA,NA,33.3623,130.4825,"anonymous","JA",0,0,0,4,1,2,4,1,3,4,3,2,5,5,2,3,3,2,6,4,3,4,4,4,6,1,4,4,3,4,4,4,3,3,5,4,5,1,4,4,4,3,4,4,4,1,3,2,3,"視点がやや一方向のみで背景が明確でないため答えにくい","fe7495ade47184a0c00172174b0db134d5040a8a",3,3.66666666666667,4.66666666666667,3,3.66666666666667,3.33333333333333,4.66666666666667,4,3.66666666666667,3.69230769230769,3.75,4.16666666666667,3.33333333333333,4,3.83333333333333,4.08333333333333,3.58333333333333,2.5,5,3,2,2.5,3764,22,NA,NA,2,52,13,3,2,15,5,2,3,2,2,"2021-08-28 20:25:14","2021-08-28 20:27:07",2,"BL",0,"L","H"
"2021/8/28 15:12","2021/8/28 15:21",0,"115.126.136.4",100,522,1,"2021/8/28 15:21","R_3MAnhtj49meaMWh",NA,NA,NA,NA,34.78759766,134.6874084,"anonymous","JA",2,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,6,1,8,3,2,1,3,4,2,3,8,NA,1,NA,3,2,5,5,1,5,5,2,5,5,9,7,5,9,5,5,5,5,1,3,3,4,5,6,6,6,6,6,2,2,3,6,4,6,4,6,"50","興味深いアンケートでした","9ywtqejAorYI","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",4,"BH","2022/11/1 20:58","2022/11/1 21:04",0,"115.126.136.4",100,343,1,"2022/11/1 21:04","R_2cp7qnYElXkzl34",NA,NA,NA,NA,34.6886,135.1959,"anonymous","JA",3,0,1,6,6,4,5,5,1,2,4,5,3,2,3,4,4,3,5,5,5,5,4,5,4,3,5,4,4,3,4,5,5,5,4,5,5,1,4,4,5,3,3,3,4,2,3,2,4,"","fe7495ade47184a0c00172174b0db134d5040a8a",4,5,4.33333333333333,4,3.66666666666667,5,4.66666666666667,4.33333333333333,3,4,4.25,4.66666666666667,3.83333333333333,4.83333333333333,3.66666666666667,4.75,3.75,4.5,2.5,5,4,4.5,1554,4,NA,NA,1,57,28,2,1,4,6,2,3,1,4,"2021-08-28 15:11:56","2021-08-28 15:12:43",1,"BH",1,"H","H"
"2021/8/29 21:51","2021/8/29 22:07",0,"49.98.175.219",100,942,1,"2021/8/29 22:07","R_27IkWb4yqB0GuFo",NA,NA,NA,NA,35.68969727,139.6895142,"anonymous","JA",2,17,4,4,4,4,4,5,5,5,4,5,4,5,7,8,4,5,4,6,3,1,1,1,4,2,3,7,NA,2,NA,2,3,3,5,3,4,5,3,4,5,7,8,5,7,5,5,5,5,1,3,2,3,5,6,6,6,5,6,3,2,3,6,6,5,4,6,"60","唐突のクイズが驚きました","A4mRTlL0CrDq","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",2,"BH","2022/11/4 23:16","2022/11/4 23:24",0,"106.73.196.65",100,503,1,"2022/11/4 23:24","R_12xNO9dIRVN0D5V",NA,NA,NA,NA,36.3661,140.4283,"anonymous","JA",3,1,1,5,5,4,4,4,2,3,3,4,3,3,3,3,3,3,5,5,5,5,5,4,5,4,5,4,5,3,4,6,6,5,5,5,5,1,5,5,5,5,5,4,4,2,3,2,2,"","fe7495ade47184a0c00172174b0db134d5040a8a",5,5,4.66666666666667,4.33333333333333,4,5.66666666666667,5,5,4.66666666666667,4.76923076923077,4.5,4.83333333333333,4.16666666666667,5.33333333333333,4.83333333333333,5.08333333333333,4.5,3.5,3,4,3,3.5,15117,2,NA,NA,1,35,8,2,1,1,6,2,3,1,1,"2021-08-29 21:50:33","2021-08-29 21:51:26",1,"BH",0,"H","H"
"2021/8/26 19:00","2021/8/26 19:10",0,"125.14.33.251",100,658,1,"2021/8/26 19:11","R_2aXDZSNm3DkeMVH",NA,NA,NA,NA,35.72219849,139.4588928,"anonymous","JA",2,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,5,5,6,2,4,4,4,4,5,5,1,1,NA,NA,1,4,3,4,4,3,2,2,3,3,7,7,6,7,2,3,2,2,1,2,2,2,2,5,1,1,1,1,2,1,1,1,3,4,4,5,"50","","A5hRVXUj3Y35","07ec68e4080afd6b83525ee500ebda56b8a83e93",0,"BL","2022/11/1 19:01","2022/11/1 19:12",0,"125.14.33.251",100,675,1,"2022/11/1 19:12","R_XoFxJxI5hRTtJFT",NA,NA,NA,NA,35.7345,139.4913,"anonymous","JA",0,0,1,4,1,1,4,4,2,4,2,3,5,4,3,2,3,3,2,4,4,4,4,6,4,1,4,4,4,4,2,4,2,3,4,5,4,1,1,4,4,4,3,1,4,2,3,2,2,"","fe7495ade47184a0c00172174b0db134d5040a8a",5,4,4.66666666666667,3,3.33333333333333,3,4.33333333333333,3,2.66666666666667,3.07692307692308,3.75,4.33333333333333,3.16666666666667,3.66666666666667,2.83333333333333,4,3,2.5,4.5,4,2,3,218,20,1,1,2,35,13,1,2,14,2,2,3,2,5,"2021-08-26 18:43:33","2021-08-26 18:59:59",16,"BL",1,"L","L"
"2021/8/28 20:04","2021/8/28 20:11",0,"27.141.96.89",100,421,1,"2021/8/28 20:11","R_1KeWCKz8WV7Du1a",NA,NA,NA,NA,35.6446991,139.8981018,"anonymous","JA",2,1,2,3,4,2,3,4,5,4,4,4,4,4,7,10,6,4,6,1,4,4,4,4,5,5,5,1,1,NA,NA,1,4,4,6,4,4,4,3,3,6,8,9,6,7,4,5,4,4,1,4,4,4,5,5,4,4,4,1,2,4,4,5,2,4,6,5,"5","","AJZnFNwvGR81","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",0,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548,11,NA,NA,2,61,12,3,1,14,2,2,3,1,4,"2021-08-28 20:03:54","2021-08-28 20:04:34",1,"BL",0,"L","L"
"2021/8/28 18:19","2021/8/28 18:25",0,"138.64.209.239",100,355,1,"2021/8/28 18:25","R_1hRmOqHbsCYuJCy",NA,NA,NA,NA,34.69329834,135.5067139,"anonymous","JA",2,16,4,3,4,4,4,4,3,4,3,4,4,4,3,1,5,4,7,5,4,4,4,4,4,2,2,2,NA,2,NA,3,1,3,2,2,3,3,2,2,2,4,5,1,6,1,1,2,2,1,2,3,3,3,3,5,5,5,6,6,5,5,5,5,6,4,6,"50","急いでいましたので、クイズを解く気持ちがあまり湧かずに終えました。すみません。","AKGkhfeeRgzl","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",0,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2752,23,NA,NA,2,63,27,2,1,12,2,2,3,2,4,"2021-08-28 18:19:01","2021-08-28 18:19:43",1,"BL",0,"H","H"
"2021/8/27 21:19","2021/8/27 21:25",0,"210.194.155.42",100,360,1,"2021/8/27 21:25","R_1ohg414qZN3MEqN",NA,NA,NA,NA,35.70770264,139.4814148,"anonymous","JA",2,17,3,3,3,4,4,3,3,2,3,3,2,3,5,10,2,4,6,4,3,2,2,1,4,2,3,5,1,NA,NA,2,4,3,2,4,3,3,2,3,2,6,5,6,5,1,1,2,2,1,2,2,4,3,7,2,2,3,2,2,3,2,5,3,4,4,5,"20","なし","AMLFSCIRpOfB","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",2,"BH","2022/11/1 22:03","2022/11/1 22:11",0,"106.133.54.248",100,481,1,"2022/11/1 22:11","R_2XjPBd2c2gU80in",NA,NA,NA,NA,35.6893,139.6899,"anonymous","JA",0,0,1,4,3,5,5,3,4,4,3,3,3,3,2,1,2,2,4,3,2,3,2,4,2,4,4,4,2,2,3,3,3,3,2,4,4,1,3,7,4,3,3,4,1,2,3,2,2,"なし","fe7495ade47184a0c00172174b0db134d5040a8a",4,2.66666666666667,2.66666666666667,4,2.33333333333333,3,3.33333333333333,4.66666666666667,3.33333333333333,3.38461538461538,2.91666666666667,2.66666666666667,3.16666666666667,3.16666666666667,4,2.91666666666667,3.58333333333333,3,3,2,2,2,931,13,NA,NA,1,27,13,1,2,1,6,2,3,2,4,"2021-08-27 21:01:57","2021-08-27 21:19:22",17,"BH",1,"L",NA
"2021/8/27 23:29","2021/8/27 23:34",0,"106.154.132.233",100,297,1,"2021/8/27 23:34","R_2B5a4kJgwUtPwR4",NA,NA,NA,NA,35.68969727,139.6895142,"anonymous","JA",2,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,1,6,3,2,1,3,4,2,3,7,NA,1,NA,3,2,1,5,5,5,5,4,4,5,6,7,5,6,3,4,4,4,1,3,3,4,6,5,3,4,5,4,4,3,3,5,4,5,4,6,"30","","AQcdqvwvUoFU","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",4,"BH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018,13,NA,NA,1,24,13,1,2,13,7,2,3,2,1,"2021-08-27 22:23:15","2021-08-27 22:23:48",1,"BH",1,"H",NA
"2021/8/28 20:33","2021/8/28 20:42",0,"1.0.99.90",100,536,1,"2021/8/28 20:42","R_22Kq1OrdjTEV4om",NA,NA,NA,NA,35.44099426,133.3568115,"anonymous","JA",2,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,5,5,6,2,1,2,1,4,2,4,5,2,NA,NA,4,4,4,4,4,4,4,5,3,4,7,7,7,7,3,4,5,5,1,3,4,4,5,6,4,5,6,6,4,4,4,5,5,5,2,5,"70","なし","AdPV1jwxMArS","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",0,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3830,3,NA,NA,1,47,32,2,1,1,3,2,3,1,1,"2021-08-28 20:32:25","2021-08-28 20:33:06",1,"BL",NA,NA,NA
"2021/8/28 23:50","2021/8/29 0:13",0,"121.109.138.66",100,1411,1,"2021/8/29 0:13","R_ABhaKKQmvA3Aow1",NA,NA,NA,NA,35.74020386,139.7854004,"anonymous","JA",2,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,5,4,5,3,1,1,1,4,2,2,7,NA,NA,1,4,3,2,4,3,5,6,3,4,5,8,7,6,6,5,5,5,5,1,4,3,4,5,6,5,5,5,5,4,4,5,5,5,6,4,5,"20","医療従事者の負担を減らすためにも自分の行動に責任を持ってほしい","Af64x0JeqyTY","a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d",2,"BH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4863,15,NA,NA,1,48,13,1,2,2,6,2,3,2,1,"2021-08-28 23:49:08","2021-08-28 23:50:03",1,"BH",NA,NA,NA
