StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Effectiveness_1,Omicron_1,Safeness_1,Possibility of infec_1,Regret_1,Q9,Q12,Q10,Q2,HBM_1,HBM_2,HBM_3,HBM_4,HBM_5,HBM_6,数値態度_1,数値態度_2,数値態度_3,数値態度_4,数値態度_5,数値態度_6,数値態度_7,数値態度_8,数値態度_9,数値態度_10,Q36,CS_dload_why_1,CS_dload_why_2,CS_dload_why_3,CS_dload_why_4,CS_dload_why_5,CS_dload_why_6,CS_notwork_why_1,CS_notwork_why_2,CS_notwork_why_3,CS_notwork_why_4,CS_notwork_why_5,CS_notwork_why_6,Q136_1,Q136_2,Q136_3,Q136_4,Q136_5,Q136_6,Q136_7,CS_notdload_why_1,CS_notdload_why_2,CS_notdload_why_3,CS_notdload_why_4,CS_notdload_why_5,CS_notdload_why_6,CS_notdload_why_7,CS_notdload_why_8,Q150,Q163_1,Q163_2,Q163_3,Q163_4,Q163_5,Q163_6,Q72_1_1,Q72_1_2,Q72_1_3,Q72_1_4,Q72_1_5,Q72_1_6,Q72_1_7,Q72_1_8,Q72_1_9,Q72_1_10,Q72_1_11,Q72_1_12,Q72_2_1,Q72_2_2,Q72_2_3,Q72_2_4,Q72_2_5,Q72_2_6,Q72_2_7,Q72_2_8,Q72_2_9,Q72_2_10,Q72_2_11,Q72_2_12,Q72_3_1,Q72_3_2,Q72_3_3,Q72_3_4,Q72_3_5,Q72_3_6,Q72_3_7,Q72_3_8,Q72_3_9,Q72_3_10,Q72_3_11,Q72_3_12,Q72_4_1,Q72_4_2,Q72_4_3,Q72_4_4,Q72_4_5,Q72_4_6,Q72_4_7,Q72_4_8,Q72_4_9,Q72_4_10,Q72_4_11,Q72_4_12,Q72_5_1,Q72_5_2,Q72_5_3,Q72_5_4,Q72_5_5,Q72_5_6,Q72_5_7,Q72_5_8,Q72_5_9,Q72_5_10,Q72_5_11,Q72_5_12,Q72_6_1,Q72_6_2,Q72_6_3,Q72_6_4,Q72_6_5,Q72_6_6,Q72_6_7,Q72_6_8,Q72_6_9,Q72_6_10,Q72_6_11,Q72_6_12,Q72_7_1,Q72_7_2,Q72_7_3,Q72_7_4,Q72_7_5,Q72_7_6,Q72_7_7,Q72_7_8,Q72_7_9,Q72_7_10,Q72_7_11,Q72_7_12,Q72_8_1,Q72_8_2,Q72_8_3,Q72_8_4,Q72_8_5,Q72_8_6,Q72_8_7,Q72_8_8,Q72_8_9,Q72_8_10,Q72_8_11,Q72_8_12,Q72_9_1,Q72_9_2,Q72_9_3,Q72_9_4,Q72_9_5,Q72_9_6,Q72_9_7,Q72_9_8,Q72_9_9,Q72_9_10,Q72_9_11,Q72_9_12,Q76_1_1,Q76_1_2,Q76_1_3,Q76_1_4,Q76_1_5,Q76_1_6,Q76_1_7,Q76_1_8,Q76_1_9,Q76_1_10,Q76_1_11,Q76_1_12,Q76_2_1,Q76_2_2,Q76_2_3,Q76_2_4,Q76_2_5,Q76_2_6,Q76_2_7,Q76_2_8,Q76_2_9,Q76_2_10,Q76_2_11,Q76_2_12,Q76_3_1,Q76_3_2,Q76_3_3,Q76_3_4,Q76_3_5,Q76_3_6,Q76_3_7,Q76_3_8,Q76_3_9,Q76_3_10,Q76_3_11,Q76_3_12,Q76_4_1,Q76_4_2,Q76_4_3,Q76_4_4,Q76_4_5,Q76_4_6,Q76_4_7,Q76_4_8,Q76_4_9,Q76_4_10,Q76_4_11,Q76_4_12,Q76_5_1,Q76_5_2,Q76_5_3,Q76_5_4,Q76_5_5,Q76_5_6,Q76_5_7,Q76_5_8,Q76_5_9,Q76_5_10,Q76_5_11,Q76_5_12,Q76_6_1,Q76_6_2,Q76_6_3,Q76_6_4,Q76_6_5,Q76_6_6,Q76_6_7,Q76_6_8,Q76_6_9,Q76_6_10,Q76_6_11,Q76_6_12,Q76_7_1,Q76_7_2,Q76_7_3,Q76_7_4,Q76_7_5,Q76_7_6,Q76_7_7,Q76_7_8,Q76_7_9,Q76_7_10,Q76_7_11,Q76_7_12,Q76_8_1,Q76_8_2,Q76_8_3,Q76_8_4,Q76_8_5,Q76_8_6,Q76_8_7,Q76_8_8,Q76_8_9,Q76_8_10,Q76_8_11,Q76_8_12,Q76_9_1,Q76_9_2,Q76_9_3,Q76_9_4,Q76_9_5,Q76_9_6,Q76_9_7,Q76_9_8,Q76_9_9,Q76_9_10,Q76_9_11,Q76_9_12,gov_approval,Q64_1,Q64_2,Q64_3,Q64_4,Q64_8,Q22,id,eqtid
2023/2/17 20:19,2023/2/17 20:36,0,125.4.115.36,100,1034,1,2023/2/17 20:36,R_d71RvKJtjHzVaJH,,,,,34.6986,135.5079,anonymous,JA,4,5,5,4,6,6,4,4,4,0,1,1,4,4,4,2,4,3,4,3,4,3,3,3,3,4,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,2,5,4,3,6,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,3,,1,1,,,解決方法が簡単にあれば良いですね,koARtMkerJU4,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:29,2023/2/17 20:36,0,153.252.17.9,100,449,1,2023/2/17 20:36,R_3RjxLT86JTz4fzd,,,,,34.6947,135.5,anonymous,JA,3,5,1,2,4,2,3,2,2,0,3,3,3,4,4,3,3,2,4,3,4,4,4,4,3,3,4,,,,,,,,,,,,,4,7,2,6,3,1,5,4,2,7,1,3,5,8,6,1,2,5,1,4,3,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,1,特に無い,bNTzdQgex2sd,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 19:57,2023/2/17 20:37,0,133.32.134.12,100,2374,1,2023/2/17 20:37,R_1QgSTspYCflDmde,,,,,35.6887,139.745,anonymous,JA,0,4,1,1,5,1,5,5,5,0,2,4,2,3,5,5,3,3,3,3,4,3,3,3,3,3,4,,,,,,,,,,,,,4,3,5,2,1,7,6,2,4,7,1,5,6,8,3,1,1,2,6,4,3,5,,,,,,,,,,,,,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,1,,ddtv2ZlZFwH5,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:31,2023/2/17 20:37,0,220.158.125.215,100,323,1,2023/2/17 20:37,R_1FxgzzfMMylFhBo,,,,,35.179,136.8939,anonymous,JA,4,4,5,3,3,4,2,4,4,0,2,4,4,2,3,2,2,2,2,4,2,4,3,2,1,4,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,2,3,4,5,6,,,,,,1,,1,,1,,,1,,1,,,,1,,,1,1,,,,1,,,,,,,1,,,,,,,,,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,1,1,,,1,,,,1,,,,,,,,,1,,,1,,,1,1,,,,,1,1,,,1,,1,,,,,,,,,,1,1,,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,1,,,,1,1,,,1,,,,,,,,1,,,,,1,,AsAE0LQFdj3H,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:30,2023/2/17 20:37,0,220.215.63.45,100,441,1,2023/2/17 20:37,R_sR4K1sDNaOeZWIV,,,,,35.3149,139.2612,anonymous,JA,0,1,1,1,7,1,5,3,5,0,3,3,1,1,5,5,3,3,3,3,3,5,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,5,1,8,6,4,3,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,1,,,,,3vA3Md5jX1Wu,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:35,2023/2/17 20:37,0,118.106.184.236,100,151,1,2023/2/17 20:37,R_1igpJx18oVSIilT,,,,,34.9555,137.1653,anonymous,JA,0,1,2,2,1,1,5,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,8,5,3,7,1,6,2,4,2,4,3,5,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,1,,,,,,,,,,,,,,4,,,,,1,長い,hNOGl6qwLeQ1,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:27,2023/2/17 20:38,0,221.187.86.189,100,690,1,2023/2/17 20:38,R_1hMaNSuk5QBdWO3,,,,,43.0456,141.3522,anonymous,JA,3,4,1,3,2,1,2,1,1,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,,,,,,,,,,,,,6,7,3,4,5,1,2,5,7,3,1,6,8,4,2,2,3,2,6,1,4,5,,,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,,1,,,,,1,,,1,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,,世界的な言い方はパンデミックなのだから、パンデミックと呼ぶのが正しい。コロナと呼ぶのは大間違い。是正すべきだ。,ANeVXQkPp1cR,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:32,2023/2/17 20:39,0,111.216.42.91,100,405,1,2023/2/17 20:39,R_ZDmrjvT1AXOLtGp,,,,,34.6886,135.1959,anonymous,JA,3,4,2,7,6,5,2,3,4,0,1,4,4,4,4,1,3,2,2,4,2,4,4,4,4,4,4,,,,,,,,,,,,,5,4,7,2,1,3,6,2,6,7,1,4,5,8,3,1,1,3,5,2,4,6,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,OJTuBqTBoVJQ,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:29,2023/2/17 20:39,0,121.87.116.146,100,618,1,2023/2/17 20:39,R_sjNr1yHlQ5E0Xlv,,,,,34.6837,135.5236,anonymous,JA,5,7,7,6,4,7,2,3,3,0,1,1,4,5,2,1,1,1,1,1,1,5,4,4,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,4,5,3,,,1,,,,,,,1,1,,,,,1,,,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,1,1,,1,,,,1,1,1,1,,1,1,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,1,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,,,,1,,,,1,1,1,1,,,1,,1,,,,1,1,1,1,,,,1,,,,,,,,,,,,5,1,1,,,,理解し易く返答し易い良いアンケート,BlAoLw0VP7GQ,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:38,2023/2/17 20:40,0,1.75.1.148,100,107,1,2023/2/17 20:40,R_OxRl1J97YZ0hO9P,,,,,35.4643,139.6262,anonymous,JA,4,4,4,4,4,4,3,3,3,0,2,3,2,2,2,3,3,2,4,3,2,2,3,3,3,4,4,,,,,,,,,,,,,7,2,5,6,3,4,1,8,3,4,6,2,1,7,5,3,6,4,2,3,5,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,3OIzdiWCZEky,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:37,2023/2/17 20:40,0,60.74.48.205,100,154,1,2023/2/17 20:40,R_22XrsfRYQW3VZp1,,,,,34.6501,133.9311,anonymous,JA,0,4,4,4,4,4,3,3,3,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,,,,,,,,,,,,,3,4,6,1,7,5,2,2,4,1,7,8,3,5,6,1,1,2,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,2qgSYw6KS0r4,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:30,2023/2/17 20:40,0,61.7.125.179,100,629,1,2023/2/17 20:40,R_2WPuL0LzFTg2j72,,,,,33.2878,130.1964,anonymous,JA,5,4,5,2,6,7,5,4,4,0,1,1,4,1,2,1,1,1,3,1,1,4,5,5,5,5,4,,,,,,,,,,,,,7,6,3,4,2,1,5,3,5,7,1,4,6,8,2,1,3,2,5,6,1,4,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,,1,,1,,,,,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,1,,,,,,,,1,,,1,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,J5JxKSMOnmGx,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:35,2023/2/17 20:41,0,27.114.55.68,100,356,1,2023/2/17 20:41,R_xcpaiPaJxJQOXQJ,,,,,35.8292,139.6789,anonymous,JA,3,5,3,2,5,6,5,5,4,0,1,2,3,4,3,3,1,1,1,2,2,4,4,5,5,4,4,,,,,,,,,,,,,4,7,1,5,6,2,3,2,6,3,4,5,7,8,1,1,2,1,3,4,5,6,,,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,3,,1,,1,,,Bx1JdJLDeRDQ,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:34,2023/2/17 20:42,0,114.161.171.96,100,462,1,2023/2/17 20:42,R_W1Xou2MbCm4sue5,,,,,33.2803,131.5089,anonymous,JA,4,6,6,3,4,6,3,3,3,0,2,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,,,,,,,,,,,,,2,5,6,7,4,1,3,2,1,7,6,4,3,8,5,1,4,1,3,5,2,6,,,,1,,1,1,1,1,,1,1,,,,1,,1,1,1,,1,1,1,,,,,,,,,1,1,1,1,,,1,,,1,1,1,1,,1,1,,1,,,,,,,,,,,,,1,1,,1,1,1,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,1,1,1,,1,1,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,,,1,1,,1,1,1,1,,1,1,,1,,,,,,,,,,,,,1,1,,1,1,1,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,1,,,,,1,特になし,5YKK6vjjBzow,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:40,2023/2/17 20:42,0,14.8.14.160,100,133,1,2023/2/17 20:42,R_VVitvqjwap3puKt,,,,,35.8895,139.7934,anonymous,JA,3,4,5,3,4,4,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,7,2,6,3,1,4,5,5,3,4,8,2,1,6,7,1,5,1,2,3,4,6,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,LHFC4ONOHd0A,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:33,2023/2/17 20:44,0,221.115.244.2,100,699,1,2023/2/17 20:44,R_1KegHegbvO3ba69,,,,,35.8506,139.9732,anonymous,JA,3,5,6,6,6,5,1,3,3,0,3,3,3,3,4,2,4,4,2,4,4,4,4,4,2,2,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,5,4,6,3,2,1,,,,,,,,1,,,,,1,1,1,,,1,1,1,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,1,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,xSeIFU7MvNs3,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:43,2023/2/17 20:46,0,106.72.198.0,100,154,1,2023/2/17 20:46,R_3PTgVn0649JNU2Y,,,,,35.6517,139.3221,anonymous,JA,2,4,1,4,4,1,1,1,1,1,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,dBK4tNIhyb2U,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:40,2023/2/17 20:48,0,218.228.79.51,100,489,1,2023/2/17 20:48,R_3LZTNDRwwBAdGHP,,,,,33.2251,131.6078,anonymous,JA,3,4,4,4,4,4,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,6,4,3,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,9KtJYZCheL47,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:39,2023/2/17 20:48,0,58.157.234.249,100,547,1,2023/2/17 20:48,R_3CTyLpJClU08t3u,,,,,35.6893,139.6899,anonymous,JA,5,6,7,5,4,5,4,3,2,0,3,2,4,4,3,1,2,2,2,3,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,5,2,4,7,3,8,6,1,3,6,2,4,5,1,3,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,4,,1,,,,スマホを持っていないので、回答不能の質問があった,dHeLhcEcn4Xl,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:37,2023/2/17 20:49,0,122.26.27.130,100,739,1,2023/2/17 20:49,R_1eVs6OWm4IShrzL,,,,,35.4643,139.6262,anonymous,JA,3,3,2,4,2,2,2,2,2,0,3,4,2,3,3,3,2,2,2,2,1,4,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,2,7,8,4,3,5,1,6,1,3,6,2,1,4,5,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,1,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,4,,,,,1,,dw9cDOf8mFFA,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:44,2023/2/17 20:49,0,119.106.204.27,100,319,1,2023/2/17 20:49,R_3EGdnRnq2UxbAFq,,,,,36.6352,138.1794,anonymous,JA,0,3,3,1,2,1,3,3,2,0,5,5,2,3,5,5,2,5,2,5,4,3,4,5,4,3,4,,,,,,,,,,,,,2,5,6,1,3,4,7,2,6,7,1,3,4,5,8,1,1,4,3,5,2,6,,,,,,,1,,,1,1,,,,1,,,1,1,1,1,1,,,,,1,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,1,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,1,3,,,1,,,なし,jm392TOcae2N,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:46,2023/2/17 20:50,0,133.106.190.34,100,224,1,2023/2/17 20:50,R_32KLijJsigivcxI,,,,,35.6893,139.6899,anonymous,JA,0,4,4,3,4,4,4,3,3,0,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,,,,,,,,,,,,,1,7,4,5,2,6,3,7,6,3,1,8,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,1,,b8XUWTKXSIM1,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
2023/2/17 20:45,2023/2/17 20:50,0,220.107.244.145,100,279,1,2023/2/17 20:50,R_6FEiFqkz4AecpLX,,,,,36.3942,139.0604,anonymous,JA,2,5,3,3,3,2,4,3,3,0,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,4,,,,,,,,,,,,,7,3,6,5,1,2,4,4,2,8,1,3,5,6,7,1,1,2,6,4,3,5,,,,,,1,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,1,,DOrvp2gQ6ife,ed4a3e25064ec07d1fcf2f596432be9e6edb35bc
